"matches played","total points earned","Most points in a match","not out %","total raids","Successful Raids %","No of Super Raids","Super 10s","Total Raid Points","Average Raid Points / Match","No of super tackles","high 5s","Total tackle points","average tackle / match","Total tackles","TACKLE STRIKE RATE","player_name","team"
"24","45","7","92.59 %","27","18.51","0","0","5","0.2","3","1","40","1.54","87","45.97 %","Ashish Kumar","bbulls"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sanjay Shrestha","bbulls"
"22","51","5","0","0","0","0","0","0","0","4","1","51","2.13","111","45.94 %","Joginder Singh Narwal","ddelhi"
"1","0","0","33.33 %","3","0","0","0","0","0","0","0","0","0","0","0","Aman Kadian","ddelhi"
"24","158","11","76.89 %","316","48.41","3","3","153","6.37","1","0","5","0.16","15","33.33 %","Chandran Ranjit","ddelhi"
"22","177","15","79.47 %","307","56.02","3","8","172","7.81","1","0","5","0.18","12","41.66 %","Naveen Kumar","ddelhi"
"1","0","0","100 %","1","0","0","0","0","0","0","0","0","0","1","0","Sumit Kumar","ddelhi"
"22","38","6","0","0","0","0","0","0","0","2","3","38","1.63","95","40 %","Vishal Mane","ddelhi"
"22","59","6","0","0","0","0","0","0","0","3","4","59","2.54","125","47.2 %","Ravinder Pahal","ddelhi"
"18","30","4","77.77 %","9","11.11","0","0","1","0.05","4","0","29","1.38","60","48.33 %","Anil Kumar","ddelhi"
"4","1","1","0","0","0","0","0","0","0","0","0","1","0.25","8","12.5 %","Sombir","ddelhi"
"19","97","15","77.46 %","213","44.13","6","2","94","4.94","0","0","3","0.15","16","18.75 %","Meraj Sheykh","ddelhi"
"21","73","8","81.08 %","111","54.05","0","0","60","2.85","1","0","13","0.57","44","29.54 %","Vijay","ddelhi"
"25","76","8","96.66 %","30","0","0","0","0","0","4","3","76","2.88","140","54.28 %","Sunil Kumar","gujgiants"
"10","25","5","75.32 %","77","29.87","2","0","23","2.3","0","0","2","0.2","7","28.57 %","Abolfazl Maghsodloumahali","gujgiants"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gurvinder Singh","gujgiants"
"3","7","5","42.85 %","7","42.85","0","0","3","1","1","0","4","1","4","100 %","Lalit Chaudhary","gujgiants"
"22","91","13","71.51 %","172","45.93","1","2","79","3.59","2","0","12","0.45","21","57.14 %","More GB","gujgiants"
"23","204","12","78.14 %","366","51.91","1","7","190","8.26","2","0","14","0.52","22","63.63 %","Sachin Tanwar","gujgiants"
"6","2","2","0","0","0","0","0","0","0","1","0","2","0.16","8","25 %","Amit Kharb","gujgiants"
"25","86","8","100 %","1","0","0","0","0","0","4","5","86","3.28","138","62.31 %","Parvesh Bhainswal","gujgiants"
"23","47","5","100 %","3","0","0","0","0","0","3","1","47","1.91","121","38.84 %","Ruturaj Shivaji Koravi","gujgiants"
"1","1","1","0","0","0","0","0","0","0","0","0","1","1","3","33.33 %","Pankaj","gujgiants"
"19","61","9","77.63 %","152","38.15","2","0","58","3.05","0","0","3","0.15","19","15.78 %","Rohit Gulia","gujgiants"
"17","51","7","83.82 %","68","32.35","0","0","22","1.29","4","2","29","1.47","43","67.44 %","Vinod Kumar","gujgiants"
"22","40","6","95.45 %","22","0","0","0","0","0","3","1","40","1.68","69","57.97 %","Dharmaraj Cheralathan","harsteels"
"2","1","1","40 %","5","20","0","0","1","0.5","0","0","0","0","1","0","Arun Kumar HN","harsteels"
"21","102","17","77.2 %","193","45.59","4","1","88","4.19","2","0","14","0.57","43","32.55 %","Naveen","harsteels"
"21","147","13","81.99 %","261","55.17","2","5","144","6.85","1","0","3","0.09","9","33.33 %","Prashanth Kumar Rai","harsteels"
"15","41","11","76.82 %","82","46.34","3","1","38","2.53","0","0","3","0.2","9","33.33 %","Selvamani K","harsteels"
"22","177","15","77.23 %","347","49.56","5","6","172","7.81","0","0","5","0.22","18","27.77 %","Vikash Kandola","harsteels"
"22","40","6","100 %","2","0","0","0","0","0","7","2","40","1.5","96","41.66 %","Ravi Kumar","harsteels"
"22","39","5","100 %","4","0","0","0","0","0","3","1","39","1.63","118","33.05 %","Vikas Kale","harsteels"
"22","41","5","100 %","3","0","0","0","0","0","0","2","41","1.86","122","33.6 %","Sunil","harsteels"
"19","28","6","85.71 %","7","42.85","0","0","3","0.15","5","1","25","1.05","60","41.66 %","Parveen","harsteels"
"1","1","1","0","0","0","0","0","0","0","0","0","1","1","6","16.66 %","Vikram Kandola","harsteels"
"22","49","6","100 %","2","0","0","0","0","0","4","2","49","2.04","105","46.66 %","Kuldeep Singh","harsteels"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Tin Phonchoo","harsteels"
"22","208","20","80.32 %","366","53.55","4","10","196","8.9","1","1","12","0.5","38","31.57 %","Deepak Niwas Hooda","jppinkpather"
"17","75","9","73.61 %","163","43.55","1","0","71","4.17","1","0","4","0.17","13","30.76 %","Ajinkya Ashok Pawar","jppinkpather"
"17","74","13","75 %","140","50","1","3","70","4.11","0","0","4","0.23","9","44.44 %","Deepak Narwal","jppinkpather"
"6","4","2","54.54 %","11","18.18","0","0","2","0.33","0","0","2","0.33","3","66.66 %","Lokesh Kaushik","jppinkpather"
"19","85","9","73.63 %","201","40.29","4","0","81","4.26","0","0","4","0.21","21","19.04 %","Nilesh Salunke","jppinkpather"
"18","51","8","0","2","100","0","0","2","0.11","4","4","49","2.5","85","57.64 %","Amit Hooda","jppinkpather"
"22","67","6","100 %","1","0","0","0","0","0","5","4","67","2.81","128","52.34 %","Sandeep Kumar Dhull","jppinkpather"
"16","38","8","86.66 %","15","33.33","0","0","5","0.31","3","4","33","1.87","81","40.74 %","Sunil Siddhgavali","jppinkpather"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dong Gyu Kim","jppinkpather"
"9","31","11","78.94 %","57","43.85","1","0","25","2.77","1","0","6","0.55","11","54.54 %","Nitin Rawal","jppinkpather"
"14","14","3","100 %","1","0","0","0","0","0","2","0","14","0.85","46","30.43 %","Santhapanaselvam","jppinkpather"
"6","10","3","100 %","6","16.66","0","0","1","0.16","2","0","9","1.16","26","34.61 %","Vishal","jppinkpather"
"21","233","27","76.21 %","391","59.59","6","15","233","11.09","0","0","0","0","1","0","Pardeep Narwal","patpirates"
"18","82","12","77.77 %","171","46.19","2","2","79","4.38","1","0","3","0.11","11","27.27 %","Jang Kun Lee","patpirates"
"14","57","7","70.16 %","124","36.29","1","0","45","3.21","2","0","12","0.71","23","52.17 %","Monu","patpirates"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Naveen","patpirates"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Purna Singh","patpirates"
"22","58","5","87.5 %","8","0","0","0","0","0","2","4","58","2.54","134","43.28 %","Jaideep","patpirates"
"15","23","5","60 %","5","60","0","0","3","0.2","3","2","20","1.13","59","33.89 %","Jawahar Dagar","patpirates"
"13","18","5","81.81 %","11","54.54","0","0","6","0.46","0","0","12","0.92","29","41.37 %","Hadi Oshtorak","patpirates"
"14","37","9","78.57 %","42","50","1","0","21","1.5","0","0","16","1.14","37","43.24 %","Vikas Jaglan","patpirates"
"23","57","7","96.29 %","54","5.55","0","0","3","0.13","2","4","54","2.26","129","41.86 %","PO Surjeet Singh","punpaltan"
"6","8","5","75.86 %","29","27.58","1","0","8","1.33","0","0","0","0","3","0","Amit Kumar","punpaltan"
"14","50","10","79.43 %","141","34.75","1","1","49","3.5","0","0","1","0.07","3","33.33 %","Darshan Kadian","punpaltan"
"22","102","10","72.48 %","189","46.03","3","2","87","3.95","1","0","15","0.63","38","39.47 %","Manjeet","punpaltan"
"11","102","20","83.24 %","191","52.35","1","4","100","9.09","0","0","2","0.18","9","22.22 %","Nitin Tomar","punpaltan"
"13","45","9","80 %","90","50","1","0","45","3.46","0","0","0","0","5","0","Pawan Kumar Kadian","punpaltan"
"3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","R. Sriram","punpaltan"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Deepak Yadav","punpaltan"
"5","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","Hadi Tajik","punpaltan"
"10","12","3","81.81 %","11","0","0","0","0","0","3","0","12","0.9","38","31.57 %","Shubham Shinde","punpaltan"
"20","57","6","87.5 %","8","12.5","0","0","1","0.05","4","4","56","2.6","113","49.55 %","Girish Maruti Ernak","punpaltan"
"20","18","5","88.88 %","9","0","0","0","0","0","1","1","18","0.85","45","40 %","Sagar B Krishna","punpaltan"
"5","10","4","66.66 %","9","77.77","0","0","7","1.4","1","0","3","0.4","13","23.07 %","Sandeep","punpaltan"
"22","204","20","79.38 %","388","52.31","3","7","203","9.22","0","0","1","0.04","11","9.09 %","Ajay Thakur","tamthaliva"
"3","8","8","76.47 %","17","47.05","0","0","8","2.66","0","0","0","0","0","0","Anand","tamthaliva"
"21","166","18","75.14 %","350","45.42","4","4","159","7.57","1","0","7","0.28","19","36.84 %","Rahul Chaudhari","tamthaliva"
"6","7","5","65.38 %","26","26.92","0","0","7","1.16","0","0","0","0","7","0","Shabeer Bappu","tamthaliva"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Vineet Sharma","tamthaliva"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yashwant Bishnoi","tamthaliva"
"12","17","7","0","0","0","0","0","0","0","1","1","17","1.33","51","33.33 %","Ponparthiban Subramanian","tamthaliva"
"14","31","4","75 %","4","0","0","0","0","0","3","0","31","2","69","44.92 %","Mohit Chhillar","tamthaliva"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hemant Chauhan","tamthaliva"
"19","67","8","79.31 %","29","27.58","0","0","8","0.42","5","2","59","2.84","121","48.76 %","Manjeet Chhillar","tamthaliva"
"22","71","7","83.33 %","72","40.27","1","0","29","1.31","1","0","42","1.86","88","47.72 %","Ran Singh","tamthaliva"
"3","6","5","57.14 %","7","85.71","0","0","6","2","0","0","0","0","0","0","Victor Onyango Obiero","tamthaliva"
"21","56","6","100 %","26","0","0","0","0","0","8","4","56","2.28","98","57.14 %","Abozar Mohajermighani","teltitans"
"2","4","3","85.71 %","7","14.28","0","0","1","0.5","0","0","3","1.5","8","37.5 %","Amit Kumar","teltitans"
"1","0","0","33.33 %","3","0","0","0","0","0","0","0","0","0","0","0","Ankit Beniwal","teltitans"
"8","15","6","77.14 %","35","37.14","0","0","13","1.62","1","0","2","0.12","6","33.33 %","Kamal Singh","teltitans"
"4","9","5","69.23 %","26","34.61","0","0","9","2.25","0","0","0","0","3","0","Rajnish","teltitans"
"21","221","19","77.57 %","321","67.91","10","12","218","10.38","0","0","3","0.14","9","33.33 %","Siddharth Sirish Desai","teltitans"
"16","8","2","100 %","3","0","0","0","0","0","0","0","8","0.5","36","22.22 %","C. Arun","teltitans"
"6","12","4","100 %","3","33.33","0","0","1","0.16","0","0","11","1.83","25","44 %","Krushna Madane","teltitans"
"17","60","9","100 %","40","0","0","0","0","0","9","5","60","3","95","63.15 %","Vishal Bhardwaj","teltitans"
"4","15","13","65.21 %","23","56.52","1","1","13","3.25","1","0","2","0.25","1","200 %","Armaan","teltitans"
"22","47","5","81.66 %","60","36.66","0","0","22","1","4","1","25","0.95","69","36.23 %","Farhad Rahimi Milaghardan","teltitans"
"23","83","7","100 %","14","0","0","0","0","0","3","6","83","3.47","130","63.84 %","Fazel Atrachali","umumba"
"15","53","13","82.05 %","117","40.17","1","2","47","3.13","0","0","6","0.4","19","31.57 %","Abhishek Singh","umumba"
"3","4","4","72.72 %","11","36.36","0","0","4","1.33","0","0","0","0","0","0","Arjun Deshwal","umumba"
"19","56","8","60 %","105","52.38","0","0","55","2.89","0","0","1","0.05","16","6.25 %","Athul MS","umumba"
"11","31","10","76.92 %","65","47.69","1","1","31","2.81","0","0","0","0","1","0","Dong Geon Lee","umumba"
"3","2","2","50 %","10","20","0","0","2","0.66","0","0","0","0","0","0","Gaurav Kumar","umumba"
"19","108","11","83.51 %","188","50","1","0","94","4.94","1","0","14","0.68","32","43.75 %","Rohit Baliyan","umumba"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Vinoth Kumar","umumba"
"8","10","2","0","0","0","0","0","0","0","0","0","10","1.25","21","47.61 %","Rajaguru Subramanian","umumba"
"1","0","0","100 %","2","0","0","0","0","0","0","0","0","0","0","0","Anil","umumba"
"13","15","5","0","0","0","0","0","0","0","4","1","15","0.84","34","44.11 %","Young Chang Ko","umumba"
"22","62","7","100 %","3","0","0","0","0","0","3","2","62","2.68","127","48.81 %","Surinder Singh","umumba"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mohit Balyan","umumba"
"18","66","7","87.2 %","86","29.06","1","0","25","1.38","7","1","41","1.88","81","50.61 %","Sandeep Narwal","umumba"
"25","101","8","85.71 %","7","14.28","0","0","1","0.04","8","8","100","3.68","154","64.93 %","Nitesh Kumar","upyoddha"
"9","23","8","68.75 %","48","43.75","1","0","21","2.33","0","0","2","0.22","5","40 %","Azad Singh","upyoddha"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gulveer Singh","upyoddha"
"3","3","2","50 %","4","75","0","0","3","1","0","0","0","0","0","0","Md. Masud Karim","upyoddha"
"20","164","17","74.41 %","301","53.15","3","10","160","8","0","0","4","0.2","27","14.81 %","Monu Goyat","upyoddha"
"23","104","10","79.77 %","262","38.16","3","1","100","4.34","0","0","4","0.17","19","21.05 %","Rishank Devadiga","upyoddha"
"25","146","17","70.48 %","332","42.46","4","5","141","5.64","1","0","5","0.16","11","45.45 %","Shrikant Jadhav","upyoddha"
"1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","Surender Singh","upyoddha"
"3","1","1","0","0","0","0","0","0","0","0","0","1","0.33","4","25 %","Aashish Nagar","upyoddha"
"14","6","2","0","0","0","0","0","0","0","1","0","6","0.35","31","19.35 %","Amit","upyoddha"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Arkam Shaikh","upyoddha"
"19","56","7","77.67 %","112","25.89","0","0","29","1.52","2","0","27","1.31","52","51.92 %","Mohsen Maghsoudloujafari","upyoddha"
"25","42","5","0","0","0","0","0","0","0","5","2","42","1.48","119","35.29 %","Narender","upyoddha"
"25","68","7","84.26 %","89","28.08","0","0","25","1","4","2","43","1.56","101","42.57 %","Sachin Kumar","upyoddha"
